"INDEX","TAG","DATE","TIME","LATITUDE.N.S","LONGITUDE.E.W","HEIGHT","SPEED","HEADING"
1,TRUE,240520,74334,"1.6420023N",37.3788841,653,0.4,0
2,TRUE,240520,74344,"1.6420116N",37.3789016,653,0,0
3,TRUE,240520,74354,"1.6420085N",37.3789203,654,0,0
4,TRUE,240520,74355,"1.6420083N",37.3789215,654,0,0
5,TRUE,240520,74356,"1.6420080N",37.3789225,654,0,0
6,TRUE,240520,74357,"1.6420078N",37.3789228,654,0,0
7,TRUE,240520,74358,"1.6420076N",37.3789235,654,0,0
8,TRUE,240520,74359,"1.6420073N",37.3789236,653,0,0
9,TRUE,240520,74409,"1.6420055N",37.3789295,653,0,0
10,TRUE,240520,74419,"1.6420048N",37.3789351,653,0,0
11,TRUE,240520,74429,"1.6420080N",37.3789296,653,1.6,0
12,TRUE,240520,74439,"1.6420066N",37.3789293,653,0,0
13,TRUE,240520,74449,"1.6420076N",37.3789203,652,0,0
14,TRUE,240520,74459,"1.6420063N",37.3789173,652,0,0
15,TRUE,240520,74509,"1.6420033N",37.378918,652,0,0
16,TRUE,240520,74519,"1.6420016N",37.3789155,652,0,0
17,TRUE,240520,74529,"1.6419996N",37.3789166,652,0,0
18,TRUE,240520,74539,"1.6420005N",37.3789206,652,0,0
19,TRUE,240520,74549,"1.6420003N",37.3789238,651,0,0
20,TRUE,240520,74559,"1.6420001N",37.3789225,652,0,0
21,TRUE,240520,74609,"1.6419985N",37.378922,652,0,0
22,TRUE,240520,74619,"1.6419978N",37.3789215,653,0,0
23,TRUE,240520,74629,"1.6419973N",37.3789206,653,0,0
24,TRUE,240520,74639,"1.6419975N",37.3789186,653,0,0
25,TRUE,240520,74649,"1.6419961N",37.3789178,653,0,0
26,TRUE,240520,74659,"1.6419836N",37.378922,653,0,155
27,TRUE,240520,74709,"1.6419848N",37.378921,653,0,155
28,TRUE,240520,74719,"1.6419885N",37.3788903,652,2.2,155
29,TRUE,240520,74729,"1.6419888N",37.37888,652,0,155
30,TRUE,240520,74739,"1.6419870N",37.3788831,652,0,155
31,TRUE,240520,74749,"1.6419861N",37.378884,652,0,155
32,TRUE,240520,74759,"1.6419868N",37.3788838,652,0,155
33,TRUE,240520,74809,"1.6419876N",37.3788843,652,0,155
34,TRUE,240520,74819,"1.6419870N",37.3788841,653,0,155
35,TRUE,240520,74829,"1.6419905N",37.3788868,653,1.9,155
36,TRUE,240520,74839,"1.6419920N",37.3788875,653,0,155
37,TRUE,240520,74849,"1.6419926N",37.3788875,653,0,155
38,TRUE,240520,74859,"1.6419930N",37.3788878,652,0,155
39,TRUE,240520,74909,"1.6419930N",37.378888,652,0,155
40,TRUE,240520,74919,"1.6419930N",37.3788876,652,0,155
41,TRUE,240520,74929,"1.6419930N",37.3788876,652,0,155
42,TRUE,240520,74939,"1.6419935N",37.3788885,652,0,155
43,TRUE,240520,74949,"1.6419936N",37.378889,652,0,155
44,TRUE,240520,74959,"1.6419931N",37.3788893,652,0,155
45,TRUE,240520,75009,"1.6419933N",37.378889,652,0,155
46,TRUE,240520,75019,"1.6419930N",37.3788886,652,0,155
47,TRUE,240520,75029,"1.6419933N",37.3788893,652,0,155
48,TRUE,240520,75039,"1.6419933N",37.3788891,652,0,155
49,TRUE,240520,75049,"1.6419958N",37.378886,652,0,155
50,TRUE,240520,75059,"1.6419970N",37.3788828,653,0,155
51,TRUE,240520,75109,"1.6419976N",37.378881,653,0,155
52,TRUE,240520,75119,"1.6419983N",37.37888,653,0,155
53,TRUE,240520,75129,"1.6419980N",37.3788785,653,0,155
54,TRUE,240520,75139,"1.6419978N",37.3788778,653,0,155
55,TRUE,240520,75149,"1.6419981N",37.3788766,653,0,155
56,TRUE,240520,75159,"1.6419920N",37.3788623,652,0,155
57,TRUE,240520,75209,"1.6419936N",37.378861,653,0,155
58,TRUE,240520,75219,"1.6419938N",37.3788613,653,0,155
59,TRUE,240520,75229,"1.6419956N",37.3788606,653,0,155
60,TRUE,240520,75239,"1.6419960N",37.3788595,653,0,155
61,TRUE,240520,75249,"1.6419965N",37.3788588,652,0,155
62,TRUE,240520,75259,"1.6419975N",37.3788581,652,0,155
63,TRUE,240520,75309,"1.6419983N",37.3788578,652,0,155
64,TRUE,240520,75319,"1.6419996N",37.3788631,652,0,155
65,TRUE,240520,75329,"1.6420005N",37.378861,652,0,155
66,TRUE,240520,75339,"1.6420021N",37.378858,652,0,155
67,TRUE,240520,75349,"1.6420026N",37.378857,652,0,155
68,TRUE,240520,75359,"1.6420028N",37.3788566,652,0,155
69,TRUE,240520,75409,"1.6420030N",37.3788561,652,0,155
70,TRUE,240520,75419,"1.6420035N",37.3788561,652,0,155
71,TRUE,240520,75429,"1.6420033N",37.3788556,653,0,155
72,TRUE,240520,75439,"1.6420036N",37.3788551,653,0,155
73,TRUE,240520,75449,"1.6420036N",37.3788543,653,0,155
74,TRUE,240520,75459,"1.6420040N",37.3788541,653,0,155
75,TRUE,240520,75509,"1.6420045N",37.378854,653,0,155
76,TRUE,240520,75519,"1.6420055N",37.3788538,653,0,155
77,TRUE,240520,75529,"1.6420061N",37.3788535,653,0,155
78,TRUE,240520,75539,"1.6420063N",37.3788536,653,0,155
79,TRUE,240520,75549,"1.6420041N",37.3788516,653,0,155
80,TRUE,240520,75559,"1.6420013N",37.3788518,653,0,155
81,TRUE,240520,75609,"1.6420016N",37.3788508,653,0,155
82,TRUE,240520,75619,"1.6420016N",37.3788503,653,0,155
83,TRUE,240520,75629,"1.6420010N",37.378851,653,0,155
84,TRUE,240520,75639,"1.6420001N",37.3788515,653,0,155
85,TRUE,240520,75649,"1.6419996N",37.3788515,653,0,155
86,TRUE,240520,75659,"1.6419996N",37.3788511,653,0,155
87,TRUE,240520,75709,"1.6419993N",37.378851,653,0,155
88,TRUE,240520,75719,"1.6419996N",37.3788515,653,0,155
89,TRUE,240520,75729,"1.6419998N",37.3788523,653,0,155
90,TRUE,240520,75739,"1.6419995N",37.378853,653,0,155
91,TRUE,240520,75749,"1.6419988N",37.378853,653,0,155
92,TRUE,240520,75759,"1.6420033N",37.3788711,653,0,155
93,TRUE,240520,75809,"1.6420050N",37.3788736,653,0,155
94,TRUE,240520,75819,"1.6420080N",37.3788868,653,0,155
95,TRUE,240520,75829,"1.6420110N",37.3788966,653,0,155
96,TRUE,240520,75839,"1.6420128N",37.3789025,653,0,155
97,TRUE,240520,75849,"1.6420130N",37.3789048,653,0,155
98,TRUE,240520,75859,"1.6420128N",37.3789063,654,0,155
99,TRUE,240520,75909,"1.6420130N",37.3789078,654,0,155
100,TRUE,240520,75919,"1.6420136N",37.378909,654,0,155
101,TRUE,240520,75929,"1.6420141N",37.3789098,654,0,155
102,TRUE,240520,75939,"1.6420143N",37.3789101,654,0,155
103,TRUE,240520,75949,"1.6420143N",37.3789106,654,0,155
104,TRUE,240520,75959,"1.6420141N",37.3789105,654,0,155
105,TRUE,240520,80009,"1.6420130N",37.3789111,654,0,155
106,TRUE,240520,80019,"1.6420118N",37.3789111,653,0,155
107,TRUE,240520,80029,"1.6420113N",37.3789118,653,0,155
108,TRUE,240520,80039,"1.6420113N",37.378913,653,0,155
109,TRUE,240520,80049,"1.6420106N",37.3789138,653,0,155
110,TRUE,240520,80059,"1.6420096N",37.378914,653,0,155
111,TRUE,240520,80109,"1.6420086N",37.3789136,653,0,155
112,TRUE,240520,80119,"1.6420075N",37.3789143,653,0,155
113,TRUE,240520,80129,"1.6420023N",37.378909,653,0,155
114,TRUE,240520,80139,"1.6420005N",37.3789073,653,0,155
115,TRUE,240520,80149,"1.6419981N",37.3789066,653,0,155
116,TRUE,240520,80159,"1.6419965N",37.3789061,653,0,155
117,TRUE,240520,80209,"1.6419950N",37.3789056,653,0,155
118,TRUE,240520,80219,"1.6419953N",37.3789081,653,0,155
119,TRUE,240520,80229,"1.6419956N",37.3789095,653,0,155
120,TRUE,240520,80239,"1.6419970N",37.3789101,653,0,155
121,TRUE,240520,80249,"1.6419988N",37.3789101,653,0,155
122,TRUE,240520,80259,"1.6420005N",37.3789108,653,0,155
123,TRUE,240520,80309,"1.6420011N",37.3789115,653,0,155
124,TRUE,240520,80319,"1.6420018N",37.378911,653,0,155
125,TRUE,240520,80329,"1.6420011N",37.37891,653,0,155
126,TRUE,240520,80339,"1.6420000N",37.3789095,653,0,155
127,TRUE,240520,80349,"1.6419996N",37.3789091,653,0,155
128,TRUE,240520,80359,"1.6419996N",37.3789088,653,0,155
129,TRUE,240520,80409,"1.6419993N",37.3789086,653,0,155
130,TRUE,240520,80419,"1.6419991N",37.3789093,653,0,155
131,TRUE,240520,80429,"1.6419993N",37.3789095,653,0,155
132,TRUE,240520,80439,"1.6419991N",37.3789095,653,0,155
133,TRUE,240520,80449,"1.6419991N",37.3789093,653,0,155
134,TRUE,240520,80459,"1.6419991N",37.3789091,653,0,155
135,TRUE,240520,80509,"1.6419983N",37.3789091,653,0,155
136,TRUE,240520,80519,"1.6419973N",37.3789088,653,0,155
137,TRUE,240520,80529,"1.6419970N",37.3789081,653,0,155
138,TRUE,240520,80539,"1.6419973N",37.3789071,653,0,155
139,TRUE,240520,80549,"1.6419971N",37.3789061,653,0,155
140,TRUE,240520,80559,"1.6419975N",37.378906,653,0,155
141,TRUE,240520,80609,"1.6419971N",37.3789065,653,0,155
142,TRUE,240520,80619,"1.6419968N",37.3789063,653,0,155
143,TRUE,240520,80629,"1.6419963N",37.378906,653,0,155
144,TRUE,240520,80639,"1.6419956N",37.3789055,653,0,155
145,TRUE,240520,80649,"1.6419960N",37.3789055,653,0,155
146,TRUE,240520,80659,"1.6419951N",37.3789051,653,0,155
147,TRUE,240520,80709,"1.6419950N",37.3789046,653,0,155
148,TRUE,240520,80719,"1.6419945N",37.3789045,653,0,155
149,TRUE,240520,80729,"1.6419950N",37.3789046,653,0,155
150,TRUE,240520,80739,"1.6419950N",37.378905,653,0,155
151,TRUE,240520,80749,"1.6419951N",37.3789056,653,0,155
152,TRUE,240520,80759,"1.6419956N",37.3789063,653,0,155
153,TRUE,240520,80809,"1.6419966N",37.378907,653,0,155
154,TRUE,240520,80819,"1.6419970N",37.378907,653,0,155
155,TRUE,240520,80829,"1.6419970N",37.3789068,653,0,155
156,TRUE,240520,80839,"1.6419968N",37.378907,653,0,155
157,TRUE,240520,80849,"1.6419970N",37.378907,653,0,155
158,TRUE,240520,80859,"1.6419971N",37.3789066,653,0,155
159,TRUE,240520,80909,"1.6419971N",37.378907,653,0,155
160,TRUE,240520,80919,"1.6419970N",37.3789068,653,0,155
161,TRUE,240520,80929,"1.6419973N",37.3789071,653,0,155
162,TRUE,240520,80939,"1.6419978N",37.3789071,653,0,155
163,TRUE,240520,80949,"1.6419985N",37.3789073,653,0,155
164,TRUE,240520,80959,"1.6419991N",37.3789073,653,0,155
165,TRUE,240520,81009,"1.6419996N",37.378907,653,0,155
166,TRUE,240520,81019,"1.6419996N",37.3789061,653,0,155
167,TRUE,240520,81029,"1.6419990N",37.3789055,653,0,155
168,TRUE,240520,81039,"1.6419985N",37.3789053,653,0,155
169,TRUE,240520,81049,"1.6419981N",37.3789053,653,0,155
170,TRUE,240520,81059,"1.6419976N",37.378905,653,0,155
171,TRUE,240520,81109,"1.6419971N",37.3789053,653,0,155
172,TRUE,240520,81119,"1.6419968N",37.3789061,653,0,155
173,TRUE,240520,81129,"1.6419973N",37.3789066,653,0,155
174,TRUE,240520,81139,"1.6419975N",37.3789071,653,0,155
175,TRUE,240520,81149,"1.6419971N",37.378908,653,0,155
176,TRUE,240520,81159,"1.6419968N",37.3789081,653,0,155
177,TRUE,240520,81209,"1.6419966N",37.3789081,653,0,155
178,TRUE,240520,81219,"1.6419966N",37.3789075,653,0,155
179,TRUE,240520,81229,"1.6419966N",37.3789068,653,0,155
180,TRUE,240520,81239,"1.6419966N",37.3789063,653,0,155
181,TRUE,240520,81249,"1.6419963N",37.3789061,654,0,155
182,TRUE,240520,81259,"1.6419958N",37.3789056,654,0,155
183,TRUE,240520,81309,"1.6419958N",37.378906,654,0,155
184,TRUE,240520,81319,"1.6419963N",37.3789056,654,0,155
185,TRUE,240520,81329,"1.6419960N",37.378905,654,0,155
186,TRUE,240520,81339,"1.6419960N",37.3789046,654,0,155
187,TRUE,240520,81349,"1.6419960N",37.3789046,654,0,155
188,TRUE,240520,81359,"1.6419956N",37.3789048,654,0,155
189,TRUE,240520,81409,"1.6419956N",37.3789055,654,0,155
190,TRUE,240520,81419,"1.6419960N",37.3789058,654,0,155
191,TRUE,240520,81429,"1.6419968N",37.3789056,654,0,155
192,TRUE,240520,81439,"1.6419970N",37.3789058,654,0,155
193,TRUE,240520,81449,"1.6419976N",37.3789063,654,0,155
194,TRUE,240520,81459,"1.6419983N",37.3789063,654,0,155
195,TRUE,240520,81509,"1.6419985N",37.3789063,654,0,155
196,TRUE,240520,81519,"1.6419981N",37.3789056,654,0,155
197,TRUE,240520,81529,"1.6419986N",37.3789053,654,0,155
198,TRUE,240520,81539,"1.6419991N",37.3789051,654,0,155
199,TRUE,240520,81549,"1.6420001N",37.378905,654,0,155
200,TRUE,240520,81559,"1.6420005N",37.3789045,654,0,155
201,TRUE,240520,81609,"1.6420001N",37.3789048,654,0,155
202,TRUE,240520,81619,"1.6420006N",37.3789046,654,0,155
203,TRUE,240520,81629,"1.6420008N",37.3789051,654,0,155
204,TRUE,240520,81639,"1.6419948N",37.3789303,653,0,148
205,TRUE,240520,81649,"1.6419921N",37.3789375,653,0,148
206,TRUE,240520,81659,"1.6420016N",37.3789308,653,2.7,148
207,TRUE,240520,81709,"1.6420028N",37.3789181,653,0,148
208,TRUE,240520,81719,"1.6420043N",37.37891,653,0,148
209,TRUE,240520,81729,"1.6420036N",37.3789055,653,0,148
210,TRUE,240520,81739,"1.6420036N",37.378904,653,0,148
211,TRUE,240520,81749,"1.6420038N",37.3789015,653,0,148
212,TRUE,240520,81759,"1.6420036N",37.378901,652,0,148
213,TRUE,240520,81809,"1.6420035N",37.3789008,652,0,148
214,TRUE,240520,81819,"1.6420060N",37.3788995,653,1.2,148
215,TRUE,240520,81829,"1.6420035N",37.3788976,653,0,148
216,TRUE,240520,81839,"1.6420020N",37.3788966,653,0,148
217,TRUE,240520,81849,"1.6420100N",37.3788886,652,0,148
218,TRUE,240520,81859,"1.6420093N",37.37889,652,0,148
219,TRUE,240520,81909,"1.6420105N",37.3788901,653,0,148
220,TRUE,240520,81919,"1.6420046N",37.3788943,653,0,148
221,TRUE,240520,81929,"1.6420028N",37.3788948,653,0,148
222,TRUE,240520,81939,"1.6420005N",37.3788955,653,0,148
223,TRUE,240520,81949,"1.6419990N",37.378896,652,0,148
224,TRUE,240520,81959,"1.6419976N",37.378897,652,0,148
225,TRUE,240520,82009,"1.6419958N",37.3789038,652,0,148
226,TRUE,240520,82019,"1.6419950N",37.3789065,652,0,148
227,TRUE,240520,82029,"1.6419948N",37.378907,652,0,148
228,TRUE,240520,82039,"1.6419946N",37.378908,652,0,148
229,TRUE,240520,82049,"1.6419950N",37.3789083,652,0,148
230,TRUE,240520,82059,"1.6419958N",37.3789086,652,0,148
231,TRUE,240520,82109,"1.6419963N",37.3789085,652,0,148
232,TRUE,240520,82119,"1.6419963N",37.3789095,652,0,148
233,TRUE,240520,82129,"1.6419963N",37.3789105,652,0,148
234,TRUE,240520,82139,"1.6419946N",37.3789068,652,0,148
235,TRUE,240520,82149,"1.6419930N",37.3789075,652,0,148
236,TRUE,240520,82159,"1.6419920N",37.3789085,652,0,148
237,TRUE,240520,82209,"1.6419916N",37.3789093,652,0,148
238,TRUE,240520,82219,"1.6419886N",37.3789055,652,0,148
239,TRUE,240520,82229,"1.6419898N",37.3789055,652,0,148
240,TRUE,240520,82239,"1.6419966N",37.378883,652,1.3,148
241,TRUE,240520,82249,"1.6419953N",37.3788831,652,0,148
242,TRUE,240520,82259,"1.6419936N",37.378883,652,0,148
243,TRUE,240520,82309,"1.6419926N",37.3788821,652,0,148
244,TRUE,240520,82319,"1.6419926N",37.3788825,652,0,148
245,TRUE,240520,82329,"1.6419923N",37.3788826,652,0,148
246,TRUE,240520,82339,"1.6419920N",37.3788828,652,0,148
247,TRUE,240520,82349,"1.6419905N",37.378874,652,1.7,148
248,TRUE,240520,82359,"1.6419926N",37.3788685,652,0,148
249,TRUE,240520,82409,"1.6419938N",37.3788658,652,0,148
250,TRUE,240520,82419,"1.6420050N",37.3788773,652,1.4,148
251,TRUE,240520,82429,"1.6420043N",37.378878,652,0,148
252,TRUE,240520,82439,"1.6420045N",37.3788778,652,0,148
253,TRUE,240520,82449,"1.6419965N",37.3788785,652,0,148
254,TRUE,240520,82459,"1.6419813N",37.3788918,652,0,148
255,TRUE,240520,82509,"1.6419811N",37.3788898,652,0,148
256,TRUE,240520,82519,"1.6419806N",37.3788911,653,0,148
257,TRUE,240520,82529,"1.6419805N",37.3788918,653,0,148
258,TRUE,240520,82539,"1.6419800N",37.3788916,653,0,148
259,TRUE,240520,82549,"1.6419791N",37.3788913,653,0,148
260,TRUE,240520,82559,"1.6419785N",37.3788916,653,0,148
261,TRUE,240520,82609,"1.6419783N",37.3788921,653,0,148
262,TRUE,240520,82619,"1.6419791N",37.3788925,653,0,148
263,TRUE,240520,82629,"1.6419796N",37.3788926,653,0,148
264,TRUE,240520,82639,"1.6419798N",37.3788938,653,0,148
265,TRUE,240520,82649,"1.6419798N",37.3788953,653,0,148
266,TRUE,240520,82659,"1.6419795N",37.3788963,653,0,148
267,TRUE,240520,82709,"1.6419798N",37.3788961,653,0,148
268,TRUE,240520,82719,"1.6419800N",37.3788956,653,0,148
269,TRUE,240520,82729,"1.6419796N",37.3788958,653,0,148
270,TRUE,240520,82739,"1.6419796N",37.3788966,653,0,148
271,TRUE,240520,82749,"1.6419796N",37.3788973,653,0,148
272,TRUE,240520,82759,"1.6419800N",37.3788973,653,0,148
273,TRUE,240520,82809,"1.6419805N",37.3788973,653,0,148
274,TRUE,240520,82819,"1.6419806N",37.3788978,653,0,148
275,TRUE,240520,82829,"1.6419810N",37.3788983,653,0,148
276,TRUE,240520,82839,"1.6419818N",37.378898,653,0,148
277,TRUE,240520,82849,"1.6419825N",37.3788825,653,0,148
278,TRUE,240520,82859,"1.6419858N",37.3788755,653,0,148
279,TRUE,240520,82909,"1.6419853N",37.3788741,653,0,148
280,TRUE,240520,82919,"1.6419848N",37.3788738,653,0,148
281,TRUE,240520,82929,"1.6419845N",37.3788716,653,0,148
282,TRUE,240520,82939,"1.6419856N",37.3788695,653,0,148
283,TRUE,240520,82949,"1.6419865N",37.3788678,653,0,148
284,TRUE,240520,82959,"1.6419870N",37.3788665,653,0,148
285,TRUE,240520,83009,"1.6419875N",37.3788656,653,0,148
286,TRUE,240520,83019,"1.6419876N",37.3788653,653,0,148
287,TRUE,240520,83029,"1.6419915N",37.3788506,653,0,148
288,TRUE,240520,83039,"1.6419945N",37.3788471,653,0,148
289,TRUE,240520,83049,"1.6419965N",37.3788551,653,0,148
290,TRUE,240520,83059,"1.6419948N",37.378856,653,0,148
291,TRUE,240520,83109,"1.6419948N",37.3788558,653,0,148
292,TRUE,240520,83119,"1.6419951N",37.3788553,653,0,148
293,TRUE,240520,83129,"1.6419955N",37.3788556,653,0,148
294,TRUE,240520,83139,"1.6419953N",37.3788563,653,0,148
295,TRUE,240520,83149,"1.6419951N",37.3788573,653,0,148
296,TRUE,240520,83159,"1.6419955N",37.3788578,653,0,148
297,TRUE,240520,83209,"1.6419953N",37.3788588,653,0,148
298,TRUE,240520,83219,"1.6419958N",37.3788593,653,0,148
299,TRUE,240520,83229,"1.6419958N",37.37886,653,0,148
300,TRUE,240520,83239,"1.6419838N",37.3788663,652,2.4,148
301,TRUE,240520,83249,"1.6419848N",37.3788566,653,0,148
302,TRUE,240520,83259,"1.6419850N",37.3788578,653,0,148
303,TRUE,240520,83309,"1.6419853N",37.378857,653,0,148
304,TRUE,240520,83319,"1.6419836N",37.3788511,653,0,148
305,TRUE,240520,83329,"1.6419833N",37.3788498,653,0,148
306,TRUE,240520,83339,"1.6419835N",37.378849,653,0,148
307,TRUE,240520,83349,"1.6419840N",37.3788426,653,0,148
308,TRUE,240520,83359,"1.6419841N",37.3788415,653,0,148
309,TRUE,240520,83409,"1.6419960N",37.3788415,653,0,359
310,TRUE,240520,83419,"1.6419981N",37.3788428,653,0,359
311,TRUE,240520,83429,"1.6419983N",37.378851,652,2.5,359
312,TRUE,240520,83439,"1.6420271N",37.3788613,652,3.1,359
313,TRUE,240520,83449,"1.6420028N",37.3788526,652,0,176
314,TRUE,240520,83459,"1.6420030N",37.378855,652,0,176
315,TRUE,240520,83509,"1.6420031N",37.378857,652,0,176
316,TRUE,240520,83519,"1.6420060N",37.378863,652,0,176
317,TRUE,240520,83529,"1.6419891N",37.3788891,652,0,176
318,TRUE,240520,83539,"1.6419885N",37.3788913,653,0,176
319,TRUE,240520,83549,"1.6419956N",37.3788641,653,2.7,176
320,TRUE,240520,83559,"1.6420013N",37.378856,653,0,176
321,TRUE,240520,83609,"1.6420001N",37.3788553,653,0,176
322,TRUE,240520,83619,"1.6420003N",37.3788548,653,0,176
323,TRUE,240520,83629,"1.6419990N",37.3788621,654,0,176
324,TRUE,240520,83639,"1.6419985N",37.3788628,654,0,176
325,TRUE,240520,83649,"1.6419990N",37.3788638,654,0,176
326,TRUE,240520,83659,"1.6419995N",37.3788635,654,0,176
327,TRUE,240520,83709,"1.6419998N",37.3788621,654,0,176
328,TRUE,240520,83719,"1.6419995N",37.3788615,654,0,176
329,TRUE,240520,83729,"1.6419993N",37.3788613,654,0,176
330,TRUE,240520,83739,"1.6420006N",37.3788611,654,0,176
331,TRUE,240520,83749,"1.6420015N",37.378861,654,0,176
332,TRUE,240520,83759,"1.6420023N",37.378861,654,0,176
333,TRUE,240520,83809,"1.6420030N",37.3788613,654,0,176
334,TRUE,240520,83819,"1.6420038N",37.3788613,654,0,176
335,TRUE,240520,83829,"1.6420041N",37.3788616,654,0,176
336,TRUE,240520,83839,"1.6420036N",37.3788618,654,0,176
337,TRUE,240520,83849,"1.6420038N",37.3788625,654,0,176
338,TRUE,240520,83859,"1.6420038N",37.3788633,654,0,176
339,TRUE,240520,83909,"1.6420040N",37.3788638,654,0,176
340,TRUE,240520,83919,"1.6420040N",37.3788645,654,0,176
341,TRUE,240520,83929,"1.6419846N",37.3788956,653,0,176
342,TRUE,240520,83939,"1.6419861N",37.3788963,653,0,176
343,TRUE,240520,83949,"1.6419861N",37.3788975,653,0,176
344,TRUE,240520,83959,"1.6419868N",37.3788975,653,0,176
345,TRUE,240520,84009,"1.6419868N",37.3788981,653,0,176
346,TRUE,240520,84019,"1.6419871N",37.3788988,653,0,176
347,TRUE,240520,84029,"1.6419878N",37.3788986,653,0,176
348,TRUE,240520,84039,"1.6419881N",37.3788981,653,0,176
349,TRUE,240520,84049,"1.6419886N",37.378899,653,0,176
350,TRUE,240520,84059,"1.6419893N",37.3788991,653,0,176
351,TRUE,240520,84109,"1.6419900N",37.3788986,653,0,176
352,TRUE,240520,84119,"1.6419906N",37.3788621,653,0,260
353,TRUE,240520,84129,"1.6419920N",37.3788601,653,0,260
354,TRUE,240520,84139,"1.6419931N",37.3788581,653,0,260
355,TRUE,240520,84149,"1.6419943N",37.378857,653,0,260
356,TRUE,240520,84159,"1.6419951N",37.3788553,653,0,260
357,TRUE,240520,84209,"1.6419956N",37.378854,653,0,260
358,TRUE,240520,84219,"1.6419956N",37.378853,653,0,260
359,TRUE,240520,84229,"1.6419955N",37.3788523,654,0,260
360,TRUE,240520,84239,"1.6419960N",37.3788513,654,0,260
361,TRUE,240520,84249,"1.6419970N",37.3788513,654,0,260
362,TRUE,240520,84259,"1.6419983N",37.3788513,653,0,260
363,TRUE,240520,84309,"1.6419990N",37.3788521,653,0,260
364,TRUE,240520,84319,"1.6419995N",37.378853,653,0,260
365,TRUE,240520,84329,"1.6419985N",37.3788901,653,1.9,87
366,TRUE,240520,84339,"1.6419946N",37.3788968,653,0,87
367,TRUE,240520,84349,"1.6419955N",37.3788981,653,0,87
368,TRUE,240520,84359,"1.6419956N",37.3788993,653,0,87
369,TRUE,240520,84409,"1.6420053N",37.3788998,653,0,87
370,TRUE,240520,84419,"1.6420036N",37.3788873,653,0,87
371,TRUE,240520,84429,"1.6420046N",37.3788858,653,0,87
372,TRUE,240520,84439,"1.6420146N",37.3788818,653,0,356
373,TRUE,240520,84449,"1.6420093N",37.3788826,653,0,356
374,TRUE,240520,84459,"1.6420093N",37.378867,653,2,356
375,TRUE,240520,84509,"1.6420098N",37.3788526,653,0,356
376,TRUE,240520,84519,"1.6420091N",37.3788503,653,0,356
377,TRUE,240520,84529,"1.6420081N",37.3788486,653,0,356
378,TRUE,240520,84539,"1.6420076N",37.3788468,653,0,356
379,TRUE,240520,84549,"1.6420081N",37.3788451,653,0,356
380,TRUE,240520,84559,"1.6420083N",37.3788441,653,0,356
381,TRUE,240520,84609,"1.6420125N",37.3788398,653,2.8,356
382,TRUE,240520,84619,"1.6420061N",37.3788126,654,0,260
383,TRUE,240520,84629,"1.6420005N",37.3787781,654,2.6,260
384,TRUE,240520,84639,"1.6419876N",37.3787168,654,0,260
385,TRUE,240520,84649,"1.6419875N",37.3787123,654,0,260
386,TRUE,240520,84659,"1.6419871N",37.3787093,653,0,260
387,TRUE,240520,84709,"1.6419885N",37.3787076,653,0,260
388,TRUE,240520,84719,"1.6419885N",37.3787063,653,0,260
389,TRUE,240520,84729,"1.6419881N",37.3787056,653,0,260
390,TRUE,240520,84739,"1.6419878N",37.3787041,653,0,260
391,TRUE,240520,84749,"1.6419878N",37.3787025,653,0,260
392,TRUE,240520,84759,"1.6419876N",37.378701,653,0,260
393,TRUE,240520,84809,"1.6419876N",37.3786995,653,0,260
