"INDEX","TAG","DATE","TIME","LATITUDE.N.S","LONGITUDE.E.W","HEIGHT","SPEED","HEADING"
1,"T",240608,103712,"1.2948948N",36.895787,1245,0.6,0
2,"T",240608,103722,"1.2948975N",36.8957781,1251,0,0
3,"T",240608,103732,"1.2948141N",36.8957585,1254,7.3,194
4,"T",240608,103742,"1.2947306N",36.8957498,1254,0.6,166
5,"T",240608,103752,"1.2947400N",36.8957533,1257,0,166
6,"T",240608,103753,"1.2947410N",36.8957536,1257,0,166
7,"T",240608,103754,"1.2947421N",36.8957536,1257,0,166
8,"T",240608,103755,"1.2947433N",36.8957535,1257,0,166
9,"T",240608,103756,"1.2947446N",36.8957533,1257,0,166
10,"T",240608,103757,"1.2947453N",36.8957521,1258,0,166
11,"T",240608,103758,"1.2947460N",36.8957518,1258,0,166
12,"T",240608,103759,"1.2947470N",36.8957515,1258,0,166
13,"T",240608,103809,"1.2947478N",36.8957498,1259,0,166
14,"T",240608,103819,"1.2947493N",36.8957526,1260,0,166
15,"T",240608,103829,"1.2947485N",36.8957518,1260,0,166
16,"T",240608,103839,"1.2947486N",36.89575,1260,0,166
17,"T",240608,103849,"1.2948390N",36.8957773,1260,3,38
18,"T",240608,103859,"1.2948521N",36.8957556,1259,0,38
19,"T",240608,103909,"1.2947511N",36.8957183,1259,4.5,190
20,"T",240608,103919,"1.2947183N",36.8957145,1261,0,188
21,"T",240608,103929,"1.2947185N",36.8957138,1261,0,188
22,"T",240608,103939,"1.2947193N",36.8957143,1261,0,188
23,"T",240608,103949,"1.2947191N",36.8957196,1261,0,188
24,"T",240608,103959,"1.2947193N",36.8957221,1261,0,188
25,"T",240608,104009,"1.2947130N",36.8957258,1262,0,188
26,"T",240608,104019,"1.2947130N",36.8957296,1262,0,188
27,"T",240608,104029,"1.2947198N",36.8957371,1262,0,188
28,"T",240608,104039,"1.2947231N",36.8957396,1262,0,188
29,"T",240608,104049,"1.2947216N",36.8957396,1262,0,188
30,"T",240608,104059,"1.2947206N",36.8957405,1262,0,188
31,"T",240608,104109,"1.2947206N",36.8957408,1262,0,188
32,"T",240608,104119,"1.2947186N",36.8957475,1260,1.2,188
33,"T",240608,104129,"1.2947421N",36.8957433,1261,5.5,13
34,"T",240608,104139,"1.2948550N",36.8957673,1261,3.3,30
35,"T",240608,104149,"1.2948620N",36.895767,1262,0,30
36,"T",240608,104159,"1.2948615N",36.8957675,1263,0,30
37,"T",240608,104209,"1.2948625N",36.895768,1263,0,30
38,"T",240608,104219,"1.2948633N",36.8957686,1263,0,30
39,"T",240608,104229,"1.2948648N",36.8957686,1263,0,30
40,"T",240608,104239,"1.2948660N",36.8957693,1263,0,30
41,"T",240608,104249,"1.2948673N",36.8957698,1263,0,30
42,"T",240608,104259,"1.2948691N",36.8957703,1263,0,30
43,"T",240608,104309,"1.2948683N",36.8957695,1263,0,30
44,"T",240608,104319,"1.2948743N",36.8957723,1263,0,30
45,"T",240608,104329,"1.2948765N",36.895773,1263,0,30
46,"T",240608,104339,"1.2948786N",36.8957733,1262,0,30
47,"T",240608,104349,"1.2948725N",36.8957706,1263,0,201
48,"T",240608,104359,"1.2947863N",36.895733,1263,3.9,197
49,"T",240608,104409,"1.2947076N",36.8957365,1264,0.8,196
50,"T",240608,104419,"1.2947048N",36.8957361,1264,0,196
51,"T",240608,104429,"1.2947023N",36.8957353,1264,0,196
52,"T",240608,104439,"1.2946998N",36.895735,1264,0,196
53,"T",240608,104449,"1.2946980N",36.8957345,1264,0,196
54,"T",240608,104459,"1.2946960N",36.8957341,1264,0,196
55,"T",240608,104509,"1.2946913N",36.8957306,1264,0,196
56,"T",240608,104519,"1.2946908N",36.895731,1264,0,196
57,"T",240608,104529,"1.2946883N",36.89573,1264,0,196
58,"T",240608,104539,"1.2946863N",36.895729,1264,0,196
59,"T",240608,104549,"1.2946850N",36.8957288,1264,0,196
60,"T",240608,104559,"1.2946871N",36.895725,1264,0,196
61,"T",240608,104609,"1.2946888N",36.8957236,1264,0,196
62,"T",240608,104619,"1.2946893N",36.8957241,1264,0,196
63,"T",240608,104629,"1.2946901N",36.895724,1264,0,196
64,"T",240608,104639,"1.2946906N",36.8957235,1264,0,196
65,"T",240608,104649,"1.2946920N",36.8957233,1264,0,196
66,"T",240608,104659,"1.2946928N",36.8957235,1264,0,196
67,"T",240608,104709,"1.2946936N",36.8957241,1264,0,196
68,"T",240608,104719,"1.2946946N",36.8957246,1264,0,196
69,"T",240608,104729,"1.2946956N",36.8957248,1264,0,196
