"INDEX","TAG","DATE","TIME","LATITUDE.N.S","LONGITUDE.E.W","HEIGHT","SPEED","HEADING"
1,"T",240609,84332,"1.2919955N",36.9055938,1304,0,0
2,"T",240609,84342,"1.2919926N",36.9055923,1304,0,0
3,"T",240609,84352,"1.2919923N",36.905592,1304,0,0
4,"T",240609,84353,"1.2919921N",36.9055918,1304,0,0
5,"T",240609,84354,"1.2919920N",36.9055916,1304,0,0
6,"T",240609,84355,"1.2919918N",36.9055915,1304,0,0
7,"T",240609,84356,"1.2919915N",36.9055911,1304,0,0
8,"T",240609,84357,"1.2919911N",36.9055911,1304,0,0
9,"T",240609,84358,"1.2919908N",36.905591,1304,0,0
10,"T",240609,84359,"1.2919903N",36.905591,1304,0,0
11,"T",240609,84409,"1.2919876N",36.9055908,1304,0,0
12,"T",240609,84419,"1.2919858N",36.9055908,1304,0,0
13,"T",240609,84429,"1.2919845N",36.9055911,1303,0,0
14,"T",240609,84439,"1.2919818N",36.9055956,1304,0,0
15,"T",240609,84449,"1.2919785N",36.9055955,1303,0,0
16,"T",240609,84459,"1.2919753N",36.9055945,1303,0,0
17,"T",240609,84509,"1.2919178N",36.9055103,1296,11.3,275
18,"T",240609,84519,"1.2919481N",36.9055418,1295,1.3,318
19,"T",240609,84529,"1.2919418N",36.905545,1295,0,220
20,"T",240609,84539,"1.2919495N",36.9055505,1295,0,220
21,"T",240609,84549,"1.2919526N",36.905556,1296,0,220
22,"T",240609,84559,"1.2919540N",36.9055595,1296,0,220
23,"T",240609,84609,"1.2919540N",36.9055601,1296,0,220
24,"T",240609,84619,"1.2919550N",36.9055635,1296,0,220
25,"T",240609,84629,"1.2919573N",36.9055856,1296,0,79
26,"T",240609,84639,"1.2919940N",36.9055545,1296,1.6,276
27,"T",240609,84649,"1.2919981N",36.9055538,1296,0,276
28,"T",240609,84659,"1.2919976N",36.905555,1297,0,276
29,"T",240609,84709,"1.2919855N",36.9055873,1297,1.3,276
30,"T",240609,84719,"1.2919825N",36.9055988,1296,0,276
31,"T",240609,84729,"1.2919766N",36.9056013,1296,0,276
32,"T",240609,84739,"1.2919778N",36.9056043,1296,0,276
33,"T",240609,84749,"1.2919778N",36.9056045,1296,0,276
34,"T",240609,84759,"1.2919793N",36.9056033,1296,0,276
35,"T",240609,84809,"1.2919801N",36.9056023,1297,0,276
36,"T",240609,84819,"1.2919810N",36.9056011,1297,0,276
37,"T",240609,84829,"1.2919808N",36.9056061,1296,0,276
38,"T",240609,84839,"1.2919798N",36.9056065,1296,0,276
39,"T",240609,84849,"1.2919793N",36.9056075,1296,0,276
40,"T",240609,84859,"1.2919781N",36.9056088,1296,0,276
41,"T",240609,84909,"1.2919773N",36.90561,1296,0,276
42,"T",240609,84919,"1.2919765N",36.9056106,1297,0,276
43,"T",240609,84929,"1.2919761N",36.9056113,1297,0,276
44,"T",240609,84939,"1.2919756N",36.9056126,1297,0,276
45,"T",240609,84949,"1.2919756N",36.9056133,1297,0,276
46,"T",240609,84959,"1.2919763N",36.9056135,1297,0,276
47,"T",240609,85009,"1.2919768N",36.9056136,1297,0,276
48,"T",240609,85019,"1.2919768N",36.9056143,1297,0,276
49,"T",240609,85029,"1.2919761N",36.905615,1297,0,276
50,"T",240609,85039,"1.2919755N",36.905615,1297,0,276
51,"T",240609,85049,"1.2919755N",36.905614,1297,0,276
52,"T",240609,85059,"1.2919758N",36.905614,1297,0,276
53,"T",240609,85109,"1.2919758N",36.9056131,1297,0,276
54,"T",240609,85119,"1.2919755N",36.9056121,1297,0,276
55,"T",240609,85129,"1.2919748N",36.9056116,1297,0,276
56,"T",240609,85139,"1.2919741N",36.9056108,1297,0,276
57,"T",240609,85149,"1.2919741N",36.9056091,1296,0,276
58,"T",240609,85159,"1.2919746N",36.905608,1296,0,276
59,"T",240609,85209,"1.2919745N",36.905608,1296,0,276
60,"T",240609,85219,"1.2919718N",36.9056456,1295,0,132
61,"T",240609,85229,"1.2919731N",36.9056536,1296,0,132
62,"T",240609,85239,"1.2919780N",36.9056596,1296,1.7,132
63,"T",240609,85249,"1.2919820N",36.9056573,1296,0,132
64,"T",240609,85259,"1.2919831N",36.9056526,1296,0,132
65,"T",240609,85309,"1.2919838N",36.9056543,1297,0,132
66,"T",240609,85319,"1.2919841N",36.9056543,1297,0,132
67,"T",240609,85329,"1.2919841N",36.9056533,1297,0,132
68,"T",240609,85339,"1.2919875N",36.9056561,1297,0,132
69,"T",240609,85349,"1.2919926N",36.9056641,1297,1.9,132
70,"T",240609,85359,"1.2919848N",36.9056498,1297,0,237
71,"T",240609,85409,"1.2919836N",36.9056498,1297,0,237
72,"T",240609,85419,"1.2919840N",36.9056485,1297,0,237
73,"T",240609,85429,"1.2919845N",36.9056471,1297,0,237
74,"T",240609,85439,"1.2919841N",36.9056465,1297,0,237
75,"T",240609,85449,"1.2919831N",36.9056466,1297,0,237
76,"T",240609,85459,"1.2919986N",36.9056396,1297,2.3,346
77,"T",240609,85509,"1.2919938N",36.9056291,1297,0,346
78,"T",240609,85519,"1.2919936N",36.9056296,1297,0,346
79,"T",240609,85529,"1.2919941N",36.90563,1297,0,346
80,"T",240609,85539,"1.2919946N",36.9056303,1298,0,346
81,"T",240609,85549,"1.2919948N",36.9056303,1298,0,346
82,"T",240609,85559,"1.2919950N",36.9056303,1298,0,346
83,"T",240609,85609,"1.2919945N",36.90563,1298,0,346
84,"T",240609,85619,"1.2919938N",36.9056288,1298,0,346
85,"T",240609,85629,"1.2919931N",36.905628,1298,0,346
86,"T",240609,85639,"1.2919926N",36.9056278,1298,0,346
87,"T",240609,85649,"1.2919925N",36.9056268,1298,0,346
88,"T",240609,85659,"1.2919928N",36.9056265,1298,0,346
89,"T",240609,85709,"1.2919931N",36.9056263,1298,0,346
90,"T",240609,85719,"1.2919936N",36.905626,1298,0,346
91,"T",240609,85729,"1.2919943N",36.905626,1298,0,346
92,"T",240609,85739,"1.2919908N",36.9056285,1297,2.4,346
93,"T",240609,85749,"1.2919885N",36.9056286,1297,0,346
94,"T",240609,85759,"1.2919871N",36.9056268,1297,0,346
95,"T",240609,85809,"1.2919861N",36.9056258,1297,0,346
96,"T",240609,85819,"1.2919853N",36.9056265,1297,0,346
97,"T",240609,85829,"1.2919850N",36.9056266,1297,0,346
98,"T",240609,85839,"1.2919850N",36.9056271,1297,0,346
99,"T",240609,85849,"1.2919848N",36.9056276,1297,0,346
100,"T",240609,85859,"1.2919850N",36.9056275,1297,0,346
101,"T",240609,85909,"1.2919840N",36.905631,1297,0,346
102,"T",240609,85919,"1.2919838N",36.9056321,1297,0,346
103,"T",240609,85929,"1.2919853N",36.9056323,1297,0,346
104,"T",240609,85939,"1.2919856N",36.905634,1297,0,346
105,"T",240609,85949,"1.2919863N",36.905635,1297,0,346
106,"T",240609,85959,"1.2919750N",36.9056518,1297,1.3,346
107,"T",240609,90009,"1.2919751N",36.9056538,1297,0,346
108,"T",240609,90019,"1.2919746N",36.9056558,1297,0,346
109,"T",240609,90029,"1.2919753N",36.905657,1297,0,346
110,"T",240609,90039,"1.2919751N",36.905658,1297,0,346
111,"T",240609,90049,"1.2919746N",36.9056591,1297,0,346
112,"T",240609,90059,"1.2919746N",36.9056595,1297,0,346
113,"T",240609,90109,"1.2919745N",36.9056593,1297,0,346
114,"T",240609,90119,"1.2919746N",36.9056606,1297,0,346
115,"T",240609,90129,"1.2919723N",36.9056606,1297,0,346
116,"T",240609,90139,"1.2919713N",36.9056613,1296,0,346
117,"T",240609,90149,"1.2919710N",36.9056618,1296,0,346
118,"T",240609,90159,"1.2919703N",36.905662,1296,0,346
119,"T",240609,90209,"1.2919700N",36.9056625,1296,0,346
120,"T",240609,90219,"1.2919703N",36.9056635,1296,0,346
121,"T",240609,90229,"1.2919706N",36.9056641,1297,0,346
122,"T",240609,90239,"1.2919706N",36.9056646,1297,0,346
123,"T",240609,90249,"1.2919708N",36.9056646,1297,0,346
124,"T",240609,90259,"1.2919713N",36.9056651,1297,0,346
125,"T",240609,90309,"1.2919720N",36.9056663,1297,0,346
126,"T",240609,90319,"1.2919723N",36.9056671,1297,0,346
127,"T",240609,90329,"1.2919725N",36.9056683,1297,0,346
128,"T",240609,90339,"1.2919725N",36.9056686,1297,0,346
129,"T",240609,90349,"1.2919715N",36.9056685,1297,0,346
130,"T",240609,90359,"1.2919710N",36.9056678,1297,0,346
131,"T",240609,90409,"1.2919705N",36.9056681,1297,0,346
132,"T",240609,90419,"1.2919700N",36.905669,1297,0,346
133,"T",240609,90429,"1.2919696N",36.9056696,1297,0,346
134,"T",240609,90439,"1.2919691N",36.9056708,1297,0,346
135,"T",240609,90449,"1.2919686N",36.9056708,1297,0,346
136,"G",240609,90659,"1.2919625N",36.9056541,1295,0,0
137,"T",240609,90709,"1.2919653N",36.9056553,1296,0,0
138,"T",240609,90719,"1.2919683N",36.9056578,1296,0,0
139,"T",240609,90729,"1.2919706N",36.9056605,1296,0,0
140,"T",240609,90739,"1.2917628N",36.905492,1260,0,214
141,"T",240609,90749,"1.2917123N",36.9054726,1249,0,214
142,"T",240609,90759,"1.2916705N",36.9054561,1237,0,214
143,"T",240609,90809,"1.2916996N",36.9054446,1238,0,214
144,"T",240609,90819,"1.2917253N",36.9054508,1242,0,214
145,"T",240609,90829,"1.2917486N",36.9054586,1246,0,214
146,"T",240609,90839,"1.2917628N",36.9054663,1249,0,214
147,"T",240609,90849,"1.2917786N",36.9054753,1252,0,214
148,"T",240609,90859,"1.2917946N",36.9054841,1255,0,214
149,"T",240609,90909,"1.2918090N",36.9054936,1258,0,214
150,"T",240609,90919,"1.2918226N",36.9055025,1260,0,214
151,"T",240609,90929,"1.2918361N",36.905511,1263,0,214
152,"T",240609,90939,"1.2918478N",36.9055211,1265,0,214
153,"T",240609,90949,"1.2918611N",36.9055311,1268,0,214
154,"T",240609,90959,"1.2918748N",36.905541,1270,0,214
155,"T",240609,91009,"1.2918868N",36.9055518,1273,0,214
