"INDEX","TAG","DATE","TIME","LATITUDE.N.S","LONGITUDE.E.W","HEIGHT","SPEED","HEADING"
1,TRUE,240520,72739,"1.6425445N",37.37905,526,8.7,191
2,TRUE,240520,72749,"1.6426020N",37.3790561,536,1,191
3,TRUE,240520,72759,"1.6425571N",37.3790508,546,0,191
4,TRUE,240520,72809,"1.6424968N",37.3790376,559,0,191
5,TRUE,240520,72819,"1.6424516N",37.3790296,568,0,191
6,TRUE,240520,72829,"1.6423961N",37.37894,576,3.3,307
7,TRUE,240520,72839,"1.6422051N",37.3788885,616,0,307
8,TRUE,240520,72849,"1.6420310N",37.3788905,649,0,307
9,TRUE,240520,72859,"1.6420075N",37.3788995,654,4.1,147
10,TRUE,240520,72909,"1.6419701N",37.3789545,653,1.6,147
11,TRUE,240520,72919,"1.6419848N",37.3789928,654,0,147
12,TRUE,240520,72929,"1.6419813N",37.3789618,653,0,147
13,TRUE,240520,72939,"1.6419761N",37.3789375,653,0,147
14,TRUE,240520,72949,"1.6419778N",37.3789365,653,0,147
15,TRUE,240520,72959,"1.6419743N",37.378948,653,0,147
16,TRUE,240520,73009,"1.6419708N",37.3789638,654,0,147
17,TRUE,240520,73019,"1.6419833N",37.3789721,654,2,55
18,TRUE,240520,73029,"1.6419683N",37.3789568,654,2.4,55
19,TRUE,240520,73039,"1.6419715N",37.378933,655,0,55
20,TRUE,240520,73049,"1.6419881N",37.3788953,655,2.5,300
21,TRUE,240520,73059,"1.6420206N",37.3788873,654,1.9,300
22,TRUE,240520,73109,"1.6419970N",37.3789131,654,0,163
23,TRUE,240520,73119,"1.6419958N",37.3789155,654,0,163
24,TRUE,240520,73129,"1.6420331N",37.3789033,654,0,16
25,TRUE,240520,73139,"1.6420363N",37.37885,655,0,302
26,TRUE,240520,73149,"1.6420093N",37.3788156,656,3.2,185
27,TRUE,240520,73159,"1.6419830N",37.3788366,657,3,185
28,TRUE,240520,73209,"1.6419828N",37.378857,655,0,185
29,TRUE,240520,73219,"1.6419988N",37.3789026,654,3.2,185
30,TRUE,240520,73229,"1.6419981N",37.3789056,654,0,185
31,TRUE,240520,73239,"1.6419978N",37.3788808,654,2.2,263
32,TRUE,240520,73249,"1.6420125N",37.3788436,655,1.9,272
33,TRUE,240520,73259,"1.6420161N",37.3788476,654,2.8,272
34,TRUE,240520,73309,"1.6420241N",37.3788591,654,0,272
35,TRUE,240520,73319,"1.6420058N",37.3788683,654,0,272
36,TRUE,240520,73329,"1.6419951N",37.3788428,653,0,272
37,TRUE,240520,73339,"1.6419916N",37.3788291,653,0,272
38,TRUE,240520,73349,"1.6419911N",37.3788136,653,0,272
39,TRUE,240520,73359,"1.6419913N",37.3788093,653,0,272
40,TRUE,240520,73409,"1.6419890N",37.3788036,653,0,272
41,TRUE,240520,73419,"1.6420003N",37.3787966,653,0,272
42,TRUE,240520,73429,"1.6420061N",37.3788555,653,2,133
43,TRUE,240520,73439,"1.6419965N",37.378861,653,0,133
44,TRUE,240520,73449,"1.6419941N",37.3788643,653,0,133
45,TRUE,240520,73459,"1.6419931N",37.3788683,653,0,133
46,TRUE,240520,73509,"1.6419936N",37.3788708,653,0,133
47,TRUE,240520,73519,"1.6419695N",37.3789518,653,3.2,102
48,TRUE,240520,73529,"1.6419770N",37.3789626,653,0,102
49,TRUE,240520,73539,"1.6419833N",37.3789716,653,2.5,102
50,TRUE,240520,73549,"1.6419881N",37.3789786,653,0,102
51,TRUE,240520,73559,"1.6419883N",37.3789796,654,0,102
52,TRUE,240520,73609,"1.6419805N",37.3789705,654,0,102
53,TRUE,240520,73619,"1.6419728N",37.3789465,653,0,102
54,TRUE,240520,73629,"1.6419813N",37.3789175,654,0,102
55,TRUE,240520,73639,"1.6419823N",37.3789223,654,0,102
56,TRUE,240520,73649,"1.6419835N",37.3789231,654,0,102
57,TRUE,240520,73659,"1.6419826N",37.3789175,654,1.3,102
58,TRUE,240520,73709,"1.6419816N",37.378917,654,0,102
59,TRUE,240520,73719,"1.6419796N",37.378916,654,0,102
60,TRUE,240520,73729,"1.6419848N",37.3789066,654,0,102
61,TRUE,240520,73739,"1.6419778N",37.378884,654,0,102
62,TRUE,240520,73749,"1.6420053N",37.3788695,654,0,348
63,TRUE,240520,73759,"1.6420050N",37.378869,654,0,348
64,TRUE,240520,73809,"1.6419941N",37.3788471,653,0,276
65,TRUE,240520,73819,"1.6419856N",37.378834,653,0,276
66,TRUE,240520,73829,"1.6419900N",37.3788155,653,0,276
67,TRUE,240520,73839,"1.6419911N",37.3788095,653,0,276
68,TRUE,240520,73849,"1.6419935N",37.37881,653,1.6,276
69,TRUE,240520,73859,"1.6419943N",37.3788073,653,2,276
70,TRUE,240520,73909,"1.6420005N",37.3788291,654,0,78
71,TRUE,240520,73919,"1.6419968N",37.3788345,654,0,78
72,TRUE,240520,73929,"1.6419961N",37.3788506,654,0,78
73,TRUE,240520,73939,"1.6419950N",37.3788526,654,0,78
74,TRUE,240520,73949,"1.6420090N",37.378852,654,0,78
75,TRUE,240520,73959,"1.6420091N",37.3788496,654,0,78
76,TRUE,240520,74009,"1.6420098N",37.3788475,654,0,78
77,TRUE,240520,74019,"1.6420076N",37.3788476,654,0,78
78,TRUE,240520,74029,"1.6419830N",37.3788828,653,1.5,116
79,TRUE,240520,74039,"1.6419851N",37.3789143,653,0,116
80,TRUE,240520,74049,"1.6420008N",37.3789155,654,0,342
81,TRUE,240520,74059,"1.6420033N",37.3789166,654,0,342
82,TRUE,240520,74109,"1.6420026N",37.3789183,654,0,342
83,TRUE,240520,74119,"1.6420023N",37.3789195,654,0,342
84,TRUE,240520,74129,"1.6420066N",37.3789275,654,0,342
85,TRUE,240520,74139,"1.6420078N",37.378934,654,0,342
86,TRUE,240520,74149,"1.6420060N",37.3789373,655,0,342
87,TRUE,240520,74159,"1.6420070N",37.3789258,655,2.8,342
88,TRUE,240520,74209,"1.6420340N",37.378891,655,1.9,265
89,TRUE,240520,74219,"1.6420786N",37.3788766,654,2.6,324
90,TRUE,240520,74229,"1.6420736N",37.378844,653,0,324
91,TRUE,240520,74239,"1.6420490N",37.3788743,655,1.6,192
92,TRUE,240520,74249,"1.6420465N",37.3788808,655,0,192
93,TRUE,240520,74259,"1.6420213N",37.3788805,655,0,192
94,TRUE,240520,74309,"1.6420200N",37.3788818,655,2,192
95,TRUE,240520,74319,"1.6420205N",37.3788805,655,0,192
96,TRUE,240520,74329,"1.6420345N",37.3788711,655,0,192
97,TRUE,240520,74339,"1.6420378N",37.3788713,655,0,192
98,TRUE,240520,74349,"1.6420391N",37.3788741,655,0,192
99,TRUE,240520,74359,"1.6420401N",37.3788761,655,0,192
100,TRUE,240520,74409,"1.6420355N",37.3788551,655,2,192
101,TRUE,240520,74419,"1.6420311N",37.378831,654,2.3,192
102,TRUE,240520,74429,"1.6420278N",37.3788258,653,0,192
103,TRUE,240520,74439,"1.6420260N",37.378825,653,0,192
104,TRUE,240520,74449,"1.6420256N",37.3788236,653,0,192
105,TRUE,240520,74459,"1.6420256N",37.378823,653,0,192
106,TRUE,240520,74509,"1.6420253N",37.3788228,653,0,192
107,TRUE,240520,74519,"1.6420243N",37.3788225,653,0,192
108,TRUE,240520,74529,"1.6420240N",37.3788216,653,0,192
109,TRUE,240520,74539,"1.6420236N",37.3788208,653,0,192
110,TRUE,240520,74549,"1.6420236N",37.3788196,653,0,192
111,TRUE,240520,74559,"1.6420238N",37.378819,653,0,192
112,TRUE,240520,74609,"1.6420235N",37.3788186,653,0,192
113,TRUE,240520,74619,"1.6420406N",37.3788141,653,1,192
114,TRUE,240520,74629,"1.6420430N",37.3788166,653,0,192
115,TRUE,240520,74639,"1.6420450N",37.3788428,653,0,192
116,TRUE,240520,74649,"1.6420425N",37.3788498,653,0,192
117,TRUE,240520,74659,"1.6420450N",37.3788806,653,0,192
118,TRUE,240520,74709,"1.6420436N",37.3788663,653,2.9,272
119,TRUE,240520,74719,"1.6420143N",37.3788168,653,1.6,272
120,TRUE,240520,74729,"1.6420166N",37.378831,653,0,272
121,TRUE,240520,74739,"1.6420148N",37.3788325,653,0,272
122,TRUE,240520,74749,"1.6420151N",37.3788328,653,0,272
123,TRUE,240520,74759,"1.6420151N",37.378833,653,0,272
124,TRUE,240520,74809,"1.6420153N",37.3788336,653,0,272
125,TRUE,240520,74819,"1.6420155N",37.3788335,653,0,272
126,TRUE,240520,74829,"1.6420158N",37.3788356,653,0,272
127,TRUE,240520,74839,"1.6420136N",37.3788365,653,0,272
128,TRUE,240520,74849,"1.6420136N",37.3788363,653,0,272
129,TRUE,240520,74859,"1.6420331N",37.3788431,653,0,272
130,TRUE,240520,74909,"1.6420381N",37.3788405,653,0,272
131,TRUE,240520,74919,"1.6420435N",37.3788396,653,0,272
132,TRUE,240520,74929,"1.6420475N",37.3788403,653,0,272
133,TRUE,240520,74939,"1.6420481N",37.3788406,653,0,272
134,TRUE,240520,74949,"1.6420480N",37.3788463,653,0,272
135,TRUE,240520,74959,"1.6420495N",37.378848,653,0,272
136,TRUE,240520,75009,"1.6420511N",37.3788498,654,0,272
137,TRUE,240520,75019,"1.6420523N",37.3788508,654,0,272
138,TRUE,240520,75029,"1.6420530N",37.378851,654,0,272
139,TRUE,240520,75039,"1.6420535N",37.378851,654,0,272
140,TRUE,240520,75049,"1.6420533N",37.3788503,654,0,272
141,TRUE,240520,75059,"1.6420420N",37.3788466,651,0,217
142,TRUE,240520,75109,"1.6420436N",37.3788473,651,0,217
143,TRUE,240520,75119,"1.6420540N",37.3788361,651,1.5,217
144,TRUE,240520,75129,"1.6420576N",37.3788285,652,0,217
145,TRUE,240520,75139,"1.6420758N",37.378871,651,3.6,119
146,TRUE,240520,75149,"1.6420395N",37.378866,652,0,185
147,TRUE,240520,75159,"1.6420271N",37.3788545,652,0,185
148,TRUE,240520,75209,"1.6420203N",37.3788441,652,0,185
149,TRUE,240520,75219,"1.6420280N",37.3788298,651,0,185
